protocol,pkt_len,pkt_rate,pkt_count,ip_ttl,label
ICMP,60,5006.2,45,64,DDOS-Attack
UDP,285,15.7,7,255,Normal
UDP,1482,127.7,5,128,Normal
TCP,1449,278.5,8,255,Normal
TCP,672,260.3,8,255,Normal
TCP,1457,256.8,3,255,Normal
UDP,1024,5725.5,33,64,DDOS-Attack
ICMP,60,23260.3,20,64,DDOS-Attack
TCP,737,436.9,5,255,Normal
TCP,64,31749.7,20,128,DDOS-Attack
TCP,70,165.8,8,255,Normal
TCP,398,494.4,2,64,Normal
TCP,1212,117.3,2,128,Normal
TCP,995,3.4,8,64,Normal
TCP,64,11251.4,21,64,DDOS-Attack
ICMP,60,26507.2,41,64,DDOS-Attack
UDP,1067,496.9,6,255,Normal
TCP,1095,68.9,6,128,Normal
ICMP,60,14268.9,41,64,DDOS-Attack
UDP,865,137.4,7,255,Normal
ICMP,60,20369.8,17,128,DDOS-Attack
ICMP,60,24672.7,45,64,DDOS-Attack
TCP,1196,206.7,3,255,Normal
TCP,631,331.1,4,128,Normal
TCP,85,157.0,8,64,Normal
TCP,821,107.9,3,64,Normal
TCP,592,74.0,3,64,Normal
ICMP,60,17349.1,19,128,DDOS-Attack
UDP,163,229.3,8,64,Normal
TCP,961,182.7,7,255,Normal
UDP,1240,54.4,1,255,Normal
UDP,667,350.0,3,128,Normal
ICMP,60,3858.6,44,128,DDOS-Attack
TCP,1170,87.0,1,255,Normal
ICMP,60,12451.0,50,128,DDOS-Attack
UDP,89,70.2,6,255,Normal
TCP,585,312.7,7,128,Normal
TCP,1219,124.5,7,64,Normal
ICMP,60,13062.5,21,64,DDOS-Attack
TCP,64,26739.8,43,64,DDOS-Attack
ICMP,60,18502.6,42,64,DDOS-Attack
ICMP,60,28521.7,20,64,DDOS-Attack
UDP,503,234.0,5,255,Normal
ICMP,60,8550.5,30,64,DDOS-Attack
TCP,1357,63.4,1,255,Normal
ICMP,60,13295.9,20,64,DDOS-Attack
UDP,1324,320.8,1,255,Normal
ICMP,266,162.9,8,64,Normal
TCP,564,372.5,8,64,Normal
ICMP,60,9841.0,14,128,DDOS-Attack
UDP,350,57.0,3,255,Normal
TCP,418,298.7,1,64,Normal
UDP,512,1213.9,30,128,DDOS-Attack
TCP,722,22.7,1,128,Normal
TCP,322,83.3,2,64,Normal
TCP,1215,177.5,5,64,Normal
ICMP,60,18638.8,48,128,DDOS-Attack
TCP,332,311.1,3,64,Normal
UDP,1024,22907.5,30,64,DDOS-Attack
TCP,249,458.7,4,64,Normal
TCP,614,9.5,6,128,Normal
TCP,266,450.2,6,64,Normal
ICMP,60,24439.3,39,128,DDOS-Attack
UDP,169,145.5,5,255,Normal
UDP,1418,472.5,6,128,Normal
ICMP,60,10906.2,25,128,DDOS-Attack
UDP,512,21349.0,42,64,DDOS-Attack
TCP,127,368.4,1,128,Normal
ICMP,76,175.0,7,128,Normal
TCP,988,456.9,5,255,Normal
ICMP,1065,215.0,8,128,Normal
ICMP,60,20721.0,13,64,DDOS-Attack
ICMP,60,19462.1,22,128,DDOS-Attack
ICMP,60,23855.4,27,128,DDOS-Attack
TCP,417,240.6,6,64,Normal
UDP,60,20803.1,13,128,DDOS-Attack
ICMP,387,444.2,2,128,Normal
TCP,1180,141.1,1,255,Normal
UDP,191,239.6,1,255,Normal
ICMP,60,25233.3,18,128,DDOS-Attack
UDP,886,436.3,3,128,Normal
TCP,147,393.2,5,255,Normal
ICMP,60,8300.0,25,64,DDOS-Attack
TCP,566,210.7,1,255,Normal
TCP,295,480.9,5,255,Normal
UDP,822,122.6,8,255,Normal
ICMP,850,185.1,5,255,Normal
UDP,1024,21425.1,20,128,DDOS-Attack
TCP,1139,240.6,3,128,Normal
UDP,1024,3726.9,21,64,DDOS-Attack
TCP,1334,47.2,7,255,Normal
TCP,809,215.6,2,64,Normal
TCP,621,438.5,3,64,Normal
TCP,1127,68.3,5,255,Normal
ICMP,673,216.9,4,64,Normal
UDP,659,375.5,1,255,Normal
TCP,1251,318.6,8,255,Normal
TCP,583,494.0,7,128,Normal
UDP,1228,54.3,5,64,Normal
ICMP,60,28612.1,14,128,DDOS-Attack
ICMP,60,27671.8,16,64,DDOS-Attack
UDP,1474,334.7,4,64,Normal
UDP,1366,88.9,8,64,Normal
TCP,1475,143.8,2,255,Normal
ICMP,60,8378.8,14,128,DDOS-Attack
TCP,758,129.0,1,64,Normal
TCP,1105,301.4,8,64,Normal
TCP,1318,369.9,8,255,Normal
TCP,86,132.5,3,128,Normal
TCP,1152,317.0,3,128,Normal
ICMP,362,73.6,4,128,Normal
TCP,181,31.1,2,64,Normal
ICMP,60,1985.0,40,64,DDOS-Attack
UDP,1234,472.6,6,64,Normal
TCP,182,227.8,8,255,Normal
UDP,794,82.0,6,255,Normal
TCP,1339,160.9,1,128,Normal
TCP,685,139.6,7,64,Normal
TCP,98,492.9,4,128,Normal
TCP,1228,71.3,1,255,Normal
TCP,1301,485.8,6,64,Normal
TCP,174,498.8,6,64,Normal
TCP,918,452.4,7,128,Normal
UDP,1219,267.7,3,64,Normal
UDP,623,408.6,5,64,Normal
ICMP,60,24334.5,19,64,DDOS-Attack
TCP,1279,479.4,3,255,Normal
TCP,687,20.7,7,64,Normal
UDP,783,359.7,4,64,Normal
UDP,1204,208.0,5,128,Normal
UDP,512,10227.8,50,128,DDOS-Attack
UDP,512,18129.7,20,64,DDOS-Attack
UDP,288,314.2,2,128,Normal
ICMP,60,2897.7,14,64,DDOS-Attack
UDP,195,246.0,7,255,Normal
TCP,303,288.2,8,64,Normal
ICMP,60,6309.5,41,64,DDOS-Attack
UDP,309,184.5,5,128,Normal
ICMP,60,5798.4,16,128,DDOS-Attack
UDP,1448,400.4,7,64,Normal
UDP,1209,276.9,4,64,Normal
UDP,1338,310.6,2,255,Normal
UDP,185,148.5,2,255,Normal
TCP,905,99.6,1,255,Normal
TCP,1227,181.3,7,128,Normal
ICMP,60,7322.9,40,128,DDOS-Attack
TCP,333,155.2,7,255,Normal
ICMP,60,3079.9,17,128,DDOS-Attack
TCP,662,398.1,6,128,Normal
ICMP,60,20798.3,21,64,DDOS-Attack
UDP,60,5990.6,32,128,DDOS-Attack
ICMP,60,25788.5,19,128,DDOS-Attack
ICMP,60,16122.7,19,128,DDOS-Attack
TCP,64,30614.4,33,64,DDOS-Attack
TCP,391,65.1,4,128,Normal
TCP,976,29.6,6,255,Normal
ICMP,60,9037.3,17,64,DDOS-Attack
TCP,707,374.0,2,64,Normal
UDP,946,50.9,2,255,Normal
TCP,1338,186.9,1,64,Normal
UDP,60,10082.8,16,128,DDOS-Attack
TCP,556,418.4,5,128,Normal
UDP,512,21240.7,13,64,DDOS-Attack
UDP,1071,235.8,1,64,Normal
TCP,1117,387.5,3,64,Normal
TCP,1388,215.0,3,255,Normal
TCP,306,198.9,5,64,Normal
UDP,674,461.4,6,128,Normal
UDP,284,337.7,7,64,Normal
TCP,708,76.0,3,64,Normal
UDP,1121,300.1,4,128,Normal
ICMP,60,17928.9,27,64,DDOS-Attack
TCP,1403,365.0,5,255,Normal
UDP,1443,208.0,8,255,Normal
TCP,64,18710.3,23,128,DDOS-Attack
ICMP,60,10281.9,48,128,DDOS-Attack
ICMP,60,6793.5,46,128,DDOS-Attack
TCP,831,486.5,2,255,Normal
TCP,64,3957.2,28,64,DDOS-Attack
UDP,233,248.8,8,64,Normal
TCP,965,263.5,4,64,Normal
ICMP,60,11680.0,12,128,DDOS-Attack
UDP,377,26.2,3,255,Normal
UDP,111,211.7,3,128,Normal
TCP,455,364.5,5,64,Normal
UDP,1024,9171.3,42,64,DDOS-Attack
UDP,1430,148.5,6,128,Normal
TCP,1342,100.9,4,64,Normal
ICMP,60,5562.6,21,64,DDOS-Attack
ICMP,389,445.8,3,255,Normal
UDP,60,10042.9,38,128,DDOS-Attack
UDP,241,324.0,7,64,Normal
ICMP,835,19.9,3,255,Normal
ICMP,60,5159.3,44,128,DDOS-Attack
TCP,276,268.5,4,255,Normal
UDP,350,488.1,1,64,Normal
TCP,64,4670.3,29,128,DDOS-Attack
TCP,211,335.0,6,128,Normal
ICMP,60,11699.6,28,128,DDOS-Attack
TCP,697,472.3,1,255,Normal
UDP,738,326.7,3,128,Normal
ICMP,60,14960.2,36,64,DDOS-Attack
UDP,512,11850.7,30,64,DDOS-Attack
TCP,1313,381.7,8,64,Normal
ICMP,60,12626.5,18,64,DDOS-Attack
TCP,64,10683.7,27,64,DDOS-Attack
TCP,64,14777.8,25,128,DDOS-Attack
UDP,854,281.0,1,64,Normal
TCP,1274,225.2,3,255,Normal
TCP,564,166.9,1,255,Normal
ICMP,539,155.5,3,64,Normal
ICMP,60,21192.4,28,64,DDOS-Attack
TCP,842,47.0,4,64,Normal
TCP,271,457.7,7,255,Normal
ICMP,60,28916.8,49,64,DDOS-Attack
TCP,669,171.1,1,64,Normal
UDP,1103,379.5,4,128,Normal
TCP,446,314.1,2,64,Normal
TCP,786,370.2,7,128,Normal
UDP,75,176.7,2,128,Normal
TCP,212,152.7,4,64,Normal
TCP,1258,1.7,3,255,Normal
TCP,1409,140.1,3,64,Normal
ICMP,60,13395.5,21,64,DDOS-Attack
ICMP,60,4414.9,21,64,DDOS-Attack
TCP,99,71.6,2,64,Normal
ICMP,60,22436.7,18,64,DDOS-Attack
TCP,124,279.4,4,128,Normal
UDP,1299,415.2,1,128,Normal
ICMP,60,27419.4,47,128,DDOS-Attack
UDP,1124,82.1,4,255,Normal
ICMP,60,8522.2,50,64,DDOS-Attack
ICMP,60,5389.5,43,64,DDOS-Attack
UDP,1024,1599.3,13,128,DDOS-Attack
TCP,64,22374.1,46,128,DDOS-Attack
UDP,869,488.4,6,128,Normal
ICMP,60,1305.4,16,64,DDOS-Attack
ICMP,60,29843.7,32,64,DDOS-Attack
TCP,1138,451.4,2,64,Normal
TCP,562,307.8,5,64,Normal
TCP,931,309.6,3,255,Normal
TCP,1112,136.2,4,128,Normal
TCP,820,107.6,8,255,Normal
UDP,918,231.1,5,128,Normal
TCP,1371,378.0,7,128,Normal
UDP,1023,115.4,7,128,Normal
TCP,64,13134.0,42,128,DDOS-Attack
TCP,205,325.7,5,128,Normal
UDP,60,16456.1,41,64,DDOS-Attack
UDP,689,491.5,6,128,Normal
UDP,122,203.8,4,255,Normal
TCP,469,138.6,4,128,Normal
UDP,250,37.4,6,255,Normal
UDP,569,199.5,2,64,Normal
UDP,251,351.4,4,255,Normal
ICMP,60,5453.4,43,128,DDOS-Attack
TCP,223,325.3,4,64,Normal
ICMP,60,19204.6,21,128,DDOS-Attack
ICMP,60,20096.4,32,128,DDOS-Attack
UDP,1318,291.4,3,128,Normal
UDP,457,388.5,4,255,Normal
ICMP,60,4971.4,17,64,DDOS-Attack
ICMP,60,2256.0,44,64,DDOS-Attack
ICMP,202,58.6,5,128,Normal
TCP,407,83.9,4,128,Normal
UDP,1433,325.1,5,255,Normal
TCP,548,116.4,7,128,Normal
ICMP,60,11631.9,35,64,DDOS-Attack
UDP,60,5860.1,15,128,DDOS-Attack
ICMP,1243,496.0,6,128,Normal
UDP,539,280.9,3,64,Normal
TCP,1495,95.4,5,64,Normal
TCP,1241,260.8,2,255,Normal
TCP,266,209.0,2,64,Normal
TCP,1061,278.0,6,255,Normal
UDP,684,209.8,7,64,Normal
TCP,1269,161.3,4,128,Normal
UDP,1024,3635.2,47,128,DDOS-Attack
TCP,541,425.0,5,128,Normal
TCP,381,40.7,3,255,Normal
TCP,982,123.8,4,64,Normal
UDP,1048,126.8,3,64,Normal
ICMP,60,17796.7,37,64,DDOS-Attack
UDP,501,466.1,5,64,Normal
TCP,298,405.1,4,255,Normal
UDP,1024,7019.7,38,64,DDOS-Attack
UDP,267,139.5,4,64,Normal
UDP,60,12116.0,45,64,DDOS-Attack
TCP,170,305.4,3,255,Normal
TCP,64,32658.8,22,128,DDOS-Attack
TCP,64,21974.6,19,64,DDOS-Attack
TCP,855,102.8,1,128,Normal
UDP,671,390.6,6,128,Normal
UDP,281,471.1,7,255,Normal
ICMP,60,15629.6,31,64,DDOS-Attack
ICMP,672,430.9,3,128,Normal
ICMP,60,12928.2,32,64,DDOS-Attack
TCP,1430,231.1,1,64,Normal
TCP,981,142.1,6,64,Normal
UDP,734,323.6,4,128,Normal
UDP,512,9295.6,24,128,DDOS-Attack
TCP,650,110.4,6,64,Normal
TCP,1470,303.2,8,128,Normal
TCP,113,319.3,3,255,Normal
ICMP,60,11000.8,43,64,DDOS-Attack
TCP,398,97.2,7,128,Normal
TCP,1032,299.2,8,255,Normal
UDP,384,81.0,1,128,Normal
UDP,1024,5080.6,46,64,DDOS-Attack
TCP,1269,8.9,7,64,Normal
TCP,153,299.4,8,128,Normal
TCP,130,226.3,3,128,Normal
TCP,1388,90.1,4,128,Normal
ICMP,60,23215.9,17,128,DDOS-Attack
ICMP,60,2037.8,19,128,DDOS-Attack
ICMP,60,11233.6,33,128,DDOS-Attack
TCP,346,22.7,8,128,Normal
ICMP,60,14618.7,23,128,DDOS-Attack
ICMP,60,14213.7,34,64,DDOS-Attack
UDP,285,21.6,2,64,Normal
TCP,163,141.7,3,255,Normal
TCP,75,443.5,3,255,Normal
TCP,1215,232.4,3,64,Normal
ICMP,1472,51.1,5,64,Normal
TCP,570,151.3,5,64,Normal
ICMP,60,29182.4,49,128,DDOS-Attack
TCP,432,164.1,8,64,Normal
ICMP,60,21840.0,40,128,DDOS-Attack
UDP,1433,152.3,2,255,Normal
UDP,996,359.2,6,64,Normal
ICMP,60,16875.5,15,64,DDOS-Attack
UDP,1322,189.5,3,128,Normal
TCP,1408,218.4,2,255,Normal
TCP,67,482.0,8,128,Normal
TCP,393,490.7,1,64,Normal
UDP,950,243.6,7,128,Normal
ICMP,60,21921.0,50,128,DDOS-Attack
TCP,1320,214.1,5,255,Normal
TCP,861,140.2,8,64,Normal
ICMP,60,16645.9,28,64,DDOS-Attack
UDP,412,179.1,2,128,Normal
UDP,596,349.1,5,64,Normal
UDP,141,151.3,3,64,Normal
UDP,1499,344.9,2,64,Normal
TCP,1327,387.0,8,255,Normal
TCP,958,346.8,2,128,Normal
UDP,512,16254.8,42,128,DDOS-Attack
TCP,386,85.2,4,64,Normal
TCP,160,257.7,4,64,Normal
ICMP,60,1817.5,19,128,DDOS-Attack
UDP,1208,61.5,7,128,Normal
UDP,479,4.9,2,64,Normal
TCP,132,107.1,3,64,Normal
TCP,163,169.8,7,128,Normal
ICMP,60,15883.4,34,128,DDOS-Attack
UDP,60,2429.5,44,128,DDOS-Attack
ICMP,60,9331.3,18,64,DDOS-Attack
UDP,1024,8814.1,45,64,DDOS-Attack
ICMP,60,26149.7,31,64,DDOS-Attack
ICMP,60,18569.0,12,64,DDOS-Attack
TCP,701,40.5,5,255,Normal
TCP,1323,206.4,1,128,Normal
TCP,275,233.7,8,64,Normal
TCP,255,450.8,6,64,Normal
TCP,535,64.5,8,255,Normal
TCP,1453,435.8,8,255,Normal
ICMP,60,29769.2,41,64,DDOS-Attack
UDP,1350,428.7,7,64,Normal
ICMP,1159,308.1,2,128,Normal
TCP,1102,110.7,7,255,Normal
UDP,719,354.0,1,255,Normal
UDP,1494,272.4,8,128,Normal
ICMP,60,6588.1,26,64,DDOS-Attack
TCP,1246,236.1,6,128,Normal
TCP,139,425.1,1,255,Normal
ICMP,243,210.4,3,64,Normal
UDP,769,18.4,6,255,Normal
TCP,946,109.7,5,128,Normal
TCP,383,233.0,8,255,Normal
TCP,1381,169.7,3,64,Normal
UDP,1016,23.1,6,128,Normal
TCP,281,215.2,5,64,Normal
TCP,330,66.8,8,128,Normal
UDP,926,208.3,5,255,Normal
TCP,435,456.3,7,128,Normal
ICMP,60,26668.1,35,128,DDOS-Attack
UDP,60,10036.0,19,128,DDOS-Attack
UDP,909,59.8,7,255,Normal
UDP,1403,386.6,2,255,Normal
UDP,176,252.8,7,64,Normal
TCP,479,305.5,8,255,Normal
ICMP,936,148.6,7,128,Normal
ICMP,60,25260.2,43,128,DDOS-Attack
ICMP,60,5814.6,33,128,DDOS-Attack
TCP,997,416.0,2,255,Normal
ICMP,789,142.8,7,255,Normal
TCP,1041,280.6,3,255,Normal
TCP,178,350.1,2,255,Normal
TCP,977,415.5,5,64,Normal
TCP,1140,156.6,5,128,Normal
UDP,522,379.9,3,255,Normal
ICMP,60,16633.9,37,128,DDOS-Attack
UDP,1327,241.4,7,64,Normal
TCP,1352,29.4,6,128,Normal
ICMP,60,9884.4,50,64,DDOS-Attack
TCP,885,136.8,6,64,Normal
UDP,1097,444.4,6,255,Normal
UDP,169,84.3,8,255,Normal
UDP,60,4419.1,47,64,DDOS-Attack
ICMP,60,27079.6,12,64,DDOS-Attack
TCP,1495,143.1,1,128,Normal
TCP,64,38900.4,47,128,DDOS-Attack
TCP,382,6.0,7,255,Normal
TCP,286,318.9,6,64,Normal
UDP,1239,18.0,5,128,Normal
ICMP,1265,281.3,7,128,Normal
TCP,940,23.0,2,255,Normal
UDP,1263,248.0,8,64,Normal
UDP,394,383.6,1,128,Normal
ICMP,60,2094.4,36,64,DDOS-Attack
ICMP,60,2236.7,50,64,DDOS-Attack
TCP,972,465.3,6,128,Normal
ICMP,60,2683.5,45,128,DDOS-Attack
TCP,853,8.1,1,64,Normal
UDP,471,464.0,8,64,Normal
TCP,1302,320.7,6,255,Normal
UDP,206,474.7,6,128,Normal
ICMP,60,1708.1,40,128,DDOS-Attack
UDP,283,372.8,5,128,Normal
UDP,474,245.5,6,255,Normal
ICMP,60,8206.0,16,64,DDOS-Attack
UDP,1056,452.3,6,64,Normal
TCP,838,284.1,4,128,Normal
UDP,1014,265.7,4,255,Normal
UDP,512,17482.4,46,128,DDOS-Attack
UDP,1021,495.6,7,255,Normal
UDP,519,372.9,8,128,Normal
UDP,376,171.1,6,64,Normal
TCP,697,191.0,1,255,Normal
UDP,477,398.3,8,128,Normal
ICMP,60,6282.0,23,64,DDOS-Attack
UDP,512,20369.0,15,128,DDOS-Attack
TCP,64,23910.4,14,64,DDOS-Attack
TCP,1407,65.1,3,255,Normal
TCP,182,293.7,6,128,Normal
TCP,1127,448.7,1,128,Normal
TCP,64,22709.3,50,128,DDOS-Attack
TCP,999,451.0,7,128,Normal
TCP,351,186.7,6,64,Normal
UDP,512,24755.0,42,64,DDOS-Attack
TCP,1200,226.6,2,128,Normal
UDP,413,154.7,5,255,Normal
ICMP,60,1907.0,35,128,DDOS-Attack
TCP,461,112.5,6,255,Normal
TCP,1062,352.9,6,64,Normal
UDP,1183,278.9,6,255,Normal
TCP,64,15053.7,30,128,DDOS-Attack
ICMP,60,20318.3,21,64,DDOS-Attack
TCP,856,336.0,2,64,Normal
UDP,1024,5138.8,47,64,DDOS-Attack
UDP,1023,174.4,3,128,Normal
TCP,1212,91.6,8,128,Normal
UDP,385,193.7,1,128,Normal
UDP,60,10266.6,40,64,DDOS-Attack
TCP,725,254.2,6,255,Normal
UDP,411,226.3,1,64,Normal
TCP,1357,48.2,3,64,Normal
ICMP,60,24495.0,27,64,DDOS-Attack
TCP,791,147.7,3,255,Normal
TCP,609,4.0,8,128,Normal
TCP,64,5593.6,25,128,DDOS-Attack
TCP,1039,130.0,8,255,Normal
UDP,800,59.4,3,128,Normal
TCP,342,323.7,6,128,Normal
TCP,1105,147.4,4,128,Normal
UDP,1480,254.4,2,255,Normal
TCP,1103,45.2,7,128,Normal
ICMP,60,12871.6,36,64,DDOS-Attack
TCP,932,182.2,5,128,Normal
TCP,1459,36.3,6,255,Normal
UDP,1024,5876.2,36,128,DDOS-Attack
UDP,1082,151.1,1,64,Normal
ICMP,79,309.4,7,64,Normal
TCP,1124,338.2,3,255,Normal
TCP,470,14.1,5,128,Normal
ICMP,60,10864.9,20,128,DDOS-Attack
TCP,1277,440.9,1,128,Normal
TCP,1116,264.8,3,64,Normal
ICMP,60,18028.9,29,64,DDOS-Attack
UDP,1024,6526.4,45,64,DDOS-Attack
UDP,1161,470.9,3,128,Normal
ICMP,198,8.1,3,64,Normal
TCP,1050,226.6,8,255,Normal
TCP,1039,370.2,6,255,Normal
TCP,899,105.4,1,64,Normal
UDP,358,437.4,4,64,Normal
UDP,1024,6422.9,48,64,DDOS-Attack
TCP,809,134.7,1,255,Normal
ICMP,60,2289.5,24,64,DDOS-Attack
TCP,1340,411.1,3,128,Normal
ICMP,60,21232.2,45,128,DDOS-Attack
ICMP,60,23960.3,23,64,DDOS-Attack
UDP,784,76.9,4,128,Normal
TCP,252,100.3,8,128,Normal
ICMP,60,8564.6,45,128,DDOS-Attack
TCP,1471,137.0,6,255,Normal
TCP,813,200.8,8,64,Normal
ICMP,60,28046.5,14,128,DDOS-Attack
TCP,1053,208.2,7,128,Normal
UDP,375,237.2,7,128,Normal
ICMP,60,10791.6,38,128,DDOS-Attack
ICMP,60,7979.0,21,64,DDOS-Attack
ICMP,60,22052.3,38,128,DDOS-Attack
UDP,512,24883.1,48,64,DDOS-Attack
UDP,1036,60.2,6,255,Normal
UDP,1035,407.3,3,255,Normal
TCP,118,258.5,3,64,Normal
TCP,709,5.1,2,64,Normal
UDP,1024,20296.8,47,64,DDOS-Attack
ICMP,60,21591.8,16,128,DDOS-Attack
UDP,512,40.8,7,255,Normal
TCP,1099,308.5,5,64,Normal
UDP,874,253.2,8,255,Normal
TCP,1162,326.4,1,128,Normal
UDP,421,37.3,8,128,Normal
UDP,79,82.0,2,128,Normal
UDP,1492,125.4,4,64,Normal
TCP,661,187.9,8,128,Normal
TCP,312,330.3,3,128,Normal
TCP,64,38669.6,23,64,DDOS-Attack
UDP,652,493.8,7,64,Normal
TCP,856,204.1,6,255,Normal
TCP,927,168.4,5,128,Normal
TCP,1499,82.1,3,64,Normal
UDP,512,23927.0,40,64,DDOS-Attack
ICMP,60,23241.3,13,64,DDOS-Attack
TCP,171,279.2,3,128,Normal
ICMP,60,2432.7,28,128,DDOS-Attack
UDP,512,12950.3,39,128,DDOS-Attack
ICMP,60,3481.3,13,64,DDOS-Attack
TCP,320,385.7,1,255,Normal
TCP,114,384.1,8,255,Normal
TCP,861,415.4,8,255,Normal
TCP,726,173.2,5,128,Normal
UDP,806,489.8,6,128,Normal
UDP,860,239.4,6,64,Normal
UDP,1024,22258.9,29,128,DDOS-Attack
UDP,1249,307.0,3,255,Normal
ICMP,60,15093.4,44,64,DDOS-Attack
ICMP,60,12295.0,22,64,DDOS-Attack
UDP,184,339.5,5,64,Normal
TCP,64,37659.0,48,64,DDOS-Attack
TCP,1362,235.7,8,255,Normal
UDP,860,368.3,2,128,Normal
UDP,452,201.7,8,64,Normal
TCP,316,79.9,8,128,Normal
UDP,212,136.0,4,64,Normal
TCP,484,229.8,2,64,Normal
TCP,718,288.0,2,255,Normal
UDP,1331,481.1,6,64,Normal
ICMP,60,13406.3,39,128,DDOS-Attack
ICMP,60,10166.3,22,128,DDOS-Attack
ICMP,60,5722.1,21,64,DDOS-Attack
ICMP,60,2012.2,21,128,DDOS-Attack
ICMP,60,13236.9,33,64,DDOS-Attack
TCP,583,62.6,6,128,Normal
TCP,1031,154.0,2,255,Normal
TCP,917,164.8,3,64,Normal
TCP,991,195.7,1,64,Normal
ICMP,60,4806.7,17,128,DDOS-Attack
UDP,496,8.9,6,64,Normal
UDP,424,353.1,3,255,Normal
TCP,811,369.9,7,128,Normal
ICMP,1207,25.6,5,128,Normal
TCP,348,442.0,5,255,Normal
ICMP,60,2959.3,15,128,DDOS-Attack
UDP,145,153.4,7,64,Normal
UDP,476,79.7,1,128,Normal
TCP,1388,494.3,4,128,Normal
TCP,1014,47.9,3,128,Normal
UDP,1123,461.7,4,255,Normal
UDP,558,481.3,4,64,Normal
TCP,737,310.2,7,255,Normal
UDP,938,250.6,6,128,Normal
TCP,1311,359.8,8,128,Normal
UDP,575,413.2,8,128,Normal
TCP,64,265.8,5,64,Normal
ICMP,60,27321.8,43,64,DDOS-Attack
UDP,271,413.9,8,255,Normal
TCP,534,320.1,7,128,Normal
ICMP,60,27202.6,49,64,DDOS-Attack
ICMP,60,2104.5,42,64,DDOS-Attack
ICMP,60,6489.6,37,64,DDOS-Attack
ICMP,60,7139.9,31,128,DDOS-Attack
TCP,548,137.4,2,128,Normal
TCP,641,175.2,2,128,Normal
TCP,430,397.1,4,64,Normal
UDP,1293,334.3,3,255,Normal
UDP,1261,341.6,4,255,Normal
TCP,973,105.3,6,255,Normal
ICMP,1380,413.2,7,255,Normal
TCP,384,434.2,1,128,Normal
ICMP,385,114.9,1,128,Normal
TCP,850,426.7,2,255,Normal
UDP,1076,134.3,8,64,Normal
ICMP,60,20013.6,16,128,DDOS-Attack
TCP,904,30.7,4,255,Normal
UDP,60,12558.0,17,128,DDOS-Attack
TCP,84,143.3,2,128,Normal
TCP,185,330.2,8,128,Normal
UDP,1337,398.7,5,128,Normal
TCP,1004,450.9,2,128,Normal
ICMP,468,113.5,4,128,Normal
UDP,1258,223.3,8,64,Normal
ICMP,60,17251.6,27,64,DDOS-Attack
ICMP,60,28630.6,20,128,DDOS-Attack
TCP,1135,303.2,2,255,Normal
TCP,1431,243.5,8,255,Normal
ICMP,60,27956.9,25,64,DDOS-Attack
UDP,1024,18537.8,46,64,DDOS-Attack
TCP,954,20.3,5,128,Normal
UDP,1024,10664.8,33,64,DDOS-Attack
UDP,1166,399.3,2,128,Normal
TCP,64,15874.4,26,128,DDOS-Attack
ICMP,60,5524.8,27,128,DDOS-Attack
TCP,647,317.1,5,64,Normal
UDP,248,178.8,3,64,Normal
ICMP,60,28922.5,47,128,DDOS-Attack
UDP,714,497.6,3,128,Normal
TCP,1252,341.2,2,255,Normal
ICMP,60,26516.5,18,128,DDOS-Attack
TCP,961,425.9,2,128,Normal
TCP,284,311.8,4,128,Normal
TCP,1130,439.4,1,64,Normal
TCP,840,374.0,7,128,Normal
TCP,644,47.4,6,255,Normal
ICMP,60,9836.2,43,128,DDOS-Attack
ICMP,60,11109.1,19,64,DDOS-Attack
UDP,1340,65.5,3,255,Normal
TCP,1172,466.3,3,64,Normal
ICMP,60,18301.1,19,64,DDOS-Attack
ICMP,60,28487.4,12,64,DDOS-Attack
ICMP,60,24019.8,43,128,DDOS-Attack
TCP,491,359.6,2,64,Normal
UDP,489,51.0,8,128,Normal
ICMP,60,27191.5,37,64,DDOS-Attack
ICMP,60,4349.3,42,64,DDOS-Attack
ICMP,60,23765.0,15,64,DDOS-Attack
ICMP,60,2344.4,14,64,DDOS-Attack
UDP,450,262.4,6,128,Normal
TCP,231,470.3,3,64,Normal
UDP,1024,3553.7,19,64,DDOS-Attack
UDP,692,13.2,8,64,Normal
TCP,118,169.0,3,128,Normal
TCP,644,6.9,8,64,Normal
UDP,60,1281.7,39,128,DDOS-Attack
UDP,342,347.4,3,64,Normal
UDP,499,455.1,5,255,Normal
ICMP,60,22174.0,47,128,DDOS-Attack
UDP,571,495.2,4,64,Normal
ICMP,60,19211.0,16,128,DDOS-Attack
TCP,64,16407.2,42,64,DDOS-Attack
ICMP,60,19880.3,34,64,DDOS-Attack
ICMP,60,25253.9,14,64,DDOS-Attack
ICMP,60,28868.8,17,64,DDOS-Attack
TCP,655,6.3,6,128,Normal
UDP,653,258.9,2,255,Normal
TCP,262,28.0,6,128,Normal
ICMP,60,28593.0,33,128,DDOS-Attack
ICMP,60,22581.2,21,64,DDOS-Attack
ICMP,60,12390.9,26,64,DDOS-Attack
UDP,904,165.8,8,255,Normal
TCP,366,33.7,8,64,Normal
UDP,512,4198.7,39,64,DDOS-Attack
UDP,1289,176.0,6,255,Normal
TCP,241,343.4,3,128,Normal
UDP,487,251.3,4,64,Normal
UDP,391,415.6,5,64,Normal
TCP,382,140.5,6,64,Normal
ICMP,60,8995.4,26,128,DDOS-Attack
TCP,590,63.6,2,128,Normal
UDP,1024,18538.5,16,128,DDOS-Attack
